Opportunity ID,Opportunity Name,Account ID,Account Name,Opportunity Owner,Department,Service Line,Stage,Probability (%),Amount,Currency,Created Date,Expected Close Date,Actual Close Date,Loss Reason,Lead Source,Last Activity Date,Last Modified
OPP-829,Invicta Agency - Security Assessment,ACC-10352,Invicta Agency Oyj,"Andersson, Sara",Cybersecurity,Security Assessment,closed lost,0,139000,EUR,2024-09-25,2025-03-15,2025-04-30,No Decision / Stalled,Partner Referral,2025-04-30,2025-04-30 17:00:00
OPP-397,Nordwind Stores - Salesforce Implementation,ACC-10058,Nordwind Stores SAS,camille bernard,ERP & Apps,Salesforce Implementation,Lost,0,171500,EUR,2024-06-24,2024-12-05,2024-08-22,Scope Reduced / In-house,Partner Referral,2024-08-22,2024-08-22 17:00:00
OPP-558,Ysolde Precision - Managed Cloud Services,ACC-10741,Ysolde Precision Sp. z o.o.,Tomáš Novák,Cloud & Infrastructure,Managed Cloud Services,Closed Won,100%,1 100 600,PLN,2024-07-27,2024-09-04,2024-12-20,,Event / Webinar,2024-12-20,2024-12-20 17:00:00
OPP-357,Meridian Capital - Cloud Migration,ACC-19005,Meridian Capital B.V.,pieter janssens,Cloud & Infrastructure,Cloud Migration,Closed - Lost,0,290500,€,2024-06-16,2024-10-11,2024-09-26,Not a Fit,Outbound - SDR,2024-09-26,2024-09-26 18:19:22
OPP-59,Lumen Pharma - AI & GenAI Solutions,ACC-10682,Lumen Pharma S.L.,Marco Rossi,Data&AI,AI & GenAI Solutions,Closed Lost,0,120000,EUR,2024-04-14,2024-10-04,14/05/2024,no budget,AWS/Azure Co-sell,2024-05-14,2024-05-14 17:00:00
OPP-232,Lindholm Telecom - DevOps & Platform Engineering,ACC-10565,Lindholm Telecom S.r.l.,Mateo López,CLOUD,,closed won,100%,535000,EUR,2024-05-21,2024-09-25,2025-01-10,,Hyperscaler Co-sell,2025-01-10,2025-01-10 19:40:38
OPP-814,Danubia Power - AI & GenAI Solutions,ACC-10641,Danubia Power GmbH,Anna Müller,Data & AI,AI & GenAI Solutions,Closed Lost,0,316500,EUR,2024-09-23,2025-01-02,2024-12-21,Timing,Outbound - SDR,2024-12-21,2024-12-21 17:00:00
OPP-596,Vistula Power - Managed Cloud Services,ACC-10580,Vistula Power Oyj,Freja Nielsen,Cloud & Infrastructure,Managed Cloud Services,Closed - Lost,0%,342000,EUR,2024-08-03,2024-10-04,2024-08-22,Not a Fit,Partner Referral,2024-08-22,2024-08-22 17:00:00
OPP-499,Castellan Invest - Salesforce Implementation,ACC-10072,Castellan Invest S.r.l.,Paolo Conti,ERP & Business Apps,Salesforce Implementation,Closed Lost,0,648500,EUR,2024-07-16,2025-02-06,2024-08-19,No fit,Inbound - Website,2024-08-19,2024-08-19 17:00:00
OPP-72,Gallway Public Services - Managed SOC,ACC-10304,Gallway Public Services plc,Tom Barker,Cyber,Managed SOC,Closed Lost,0,259900,GBP,2024-04-17,2024-10-01,2024-05-19,No Decision / Stalled,Outbound - SDR,2024-05-19,2024-05-19 17:00:00
OPP-746,Hansa Media - DevOps & Platform Engineering,ACC-10030,HANSA MEDIA A.S.,Tomáš Novák,Cloud & Infrastructure,DevOps & Platform Engineering,Closed Lost,0,2195700,CZK,2024-09-09,2025-01-23,2024-12-02,Lost to Competitor,Inbound - Website,2024-12-02,2024-12-02 17:00:00
OPP-538,Noord Energy - AI & GenAI Solutions,ACC-10659,Noord Energy AG,Anna Mueller,Data & AI,AI & GenAI Solutions,Closed Won,100,100000,EUR,2024-07-22,2024-10-10,2024-12-07,,SDR,2024-12-07,2024-12-07 20:43:06
OPP-131,Vektor Finance - Managed Cloud Services,ACC-10392,Vektor Finance SAS,Chloé Martin  ,Cloud & Infrastructure,Managed Cloud Services,Closed Lost,0,157000.00,EUR,2024-04-30,2024-10-17,2024-12-16,Scope Reduced / In-house,Outbound - SDR,2024-12-16,2024-12-16 23:53:13
OPP-501,Arcadia Industries - Analytics & BI,ACC-10623,Arcadia Industries S.A.,Katarzyna Nowak,Data and AI,,Closed Lost,0,50500,EUR,2024-07-16,2025-01-22,2024-07-30,No Budget,Outbound - SDR,2024-07-30,2024-07-30 17:00:00
OPP-100,Juniper Precision - Identity & Access Management,ACC-10419,Juniper Precision Ltd,Tom Barker,Cybersecurity,Identity & Access Management,Closed Lost,0,"101,100.00",GBP,2024-04-23,2024-07-25,2024-05-28,No Budget,Outbound - SDR,2024-05-28,2024-05-28 17:00:00
OPP-367,Jadeport Logistics - Managed Cloud Services,ACC-10501,JADEPORT LOGISTICS S.A.,Pieter Janssens,Cloud and Infrastructure,Managed Cloud Services,Closed Lost,0,354000,EUR,2024-06-18,2024-10-25,2024-07-01,No Decision / Stalled,AWS/Azure Co-sell,2024-07-01,2024-07-01 17:17:45
OPP-307,Oakridge Assurance - DevOps & Platform Engineering,ACC-10622,Oakridge Assurance A/S,freja nielsen,Cloud and Infrastructure,DevOps & Platform Engineering,Closed - Lost,0,496800,DKK,2024-06-07,2024-10-06,2024-08-12,Stalled,Inbound - Website,2024-08-12,2024-08-12 17:00:00
OPP-312,Novara Authority - Analytics & BI,ACC-10368,Novara Authority S.A.,"Nowak, Katarzyna",Data and AI,Analytics & BI,Solutioning,70%,380600,PLN,2024-06-08,2024-10-15,,,Outbound,2024-11-09,2024-11-04 13:30:04
OPP-969,Lusitania Finance - Data Platform Modernisation,ACC-10109,Lusitania Finance GmbH,Anna Müller,Data & AI,Data Platform Modernisation,closed won,100%,105500,EUR,2024-10-27,2025-03-12,2025-02-09,,Inbound - Website,2025-02-09,2025-02-09 17:00:00
OPP-642,Riviera Renewables - DevOps & Platform Engineering,ACC-10627,Riviera Renewables AB,Freja Nielsen,Cloud & Infrastructure,DevOps & Platform Engineering,Lost,0,3 165 500,SEK,2024-08-15,2024-11-12,2024-08-28,No Decision / Stalled,Inbound - Website,2024-08-28,2024-08-28 17:00:00
OPP-566,Noord Retail - Analytics & BI,ACC-10656,Noord Retail Ltd,Ethan Clarke,Data&AI,Analytics & BI,closed lost,0%,30600,GBP,2024-07-30,2024-09-16,2024-08-04,No Budget,AWS/Azure Co-sell,2024-08-04,2024-08-04 17:00:00
OPP-426,Meridian Grid - SAP S/4HANA Implementation,ACC-10558,Meridian Grid AB,Sven Johansson,ERP & Business Apps,SAP S/4HANA Implementation,Closed Lost,0%,13584000,SEK,2024-06-30,2024-09-11,2024-07-16,Not a Fit,Event,2024-07-16,2024-07-16 21:16:46
OPP-535,Fjordline Automotive - Analytics & BI,ACC-10658,Fjordline Automotive B.V.,Emma de Vries,Data & AI,Analytics & BI,closed won,100%,25500.00,€,2024-07-21,2024-10-22,2025-02-09,,Outbound - SDR,2025-02-09,2025-02-09 17:00:00
OPP-249,Granite Assurance - Analytics & BI,ACC-10270,Granite Assurance Ltd,Niamh Walsh,Data & AI,Analytics & BI,Lost,0%,38300,GBP,2024-05-26,2024-09-06,2024-06-22,Stalled,Inbound,2024-06-22,2024-06-22 17:00:00
OPP-810,Solvik Consumer - Salesforce Implementation,ACC-10633,Solvik Consumer SAS,Camille Bernard,ERP & Business Apps,Salesforce Implementation,Lost,0%,737500,EUR,2024-09-22,2025-02-13,2024-10-05,No Decision / Stalled,Existing Customer (Upsell),2024-10-05,2024-10-05 17:00:00
OPP-432,Riviera Finance - Managed Cloud Services,ACC-10120,Riviera Finance S.à r.l.,Pieter Janssens,Cloud & Infrastructure,Managed Cloud Services,Closed - Lost,0%,143000,EUR,2024-07-01,2024-10-30,2024-08-20,Stalled,Hyperscaler Co-sell,2024-08-20,2024-08-20 17:00:00
OPP-42,Gallway Industries - Managed SOC,ACC-10241,Gallway Industries ApS,Sara Andersson  ,Cybersecurity,Managed SOC,Closed - Lost,0,6394700,DKK,2024-04-10,2024-08-21,2024-05-24,No Decision / Stalled,Partner,2024-05-24,2024-05-24 17:00:00
OPP-68,Gallway Retail - Security Assessment,ACC-10280,Gallway Retail SAS,David Moreau,Cybersecurity,Security Assessment,Closed Lost,0,"€98,500",EUR,2024-04-15,2024-09-09,2024-08-04,Scope Reduced / In-house,Outbound - SDR,2024-08-04,2024-08-04 17:00:00
OPP-970,Jadeport Telecom - Identity & Access Management,ACC-19008,JADEPORT TELECOM B.V.,Sara Andersson,Cyber,Identity & Access Management,Closed Lost,0%,101000,EUR,2024-10-27,2025-01-07,2024-11-02,Not a Fit,Outbound,2024-11-02,2024-11-02 23:42:49
OPP-363,Zephyr Transport - Identity & Access Management,ACC-10761,Zephyr Transport Ltd,tom barker,Cybersecurity,,Closed Lost,0%,"£195,600",GBP,2024-06-17,2024-10-21,2024-07-06,No fit,Hyperscaler Co-sell,2024-07-06,2024-07-06 17:00:00
OPP-450,Dunmore Freight - Cloud Migration,ACC-10432,DUNMORE FREIGHT S.P.A.,Mateo López,Cloud & Infrastructure,Cloud Migration,closed lost,0%,159500,EUR,2024-07-05,2024-10-08,2024-08-20,,Event / Webinar,2024-08-20,2024-08-20 17:00:00
OPP-666,Polaris Consumer - Salesforce Implementation,ACC-10237,Polaris Consumer GmbH,Julia Hoffmann,ERP and Business Applications,Salesforce Implementation,Closed Won,100,"320,500.00",EUR,2024-08-20,2024-12-22,2025-02-05,,Webinar,2025-02-05,2025-02-05 17:00:00
OPP-871,Kronberg Logistics - Analytics & BI,ACC-10651,Kronberg Logistics Ltd,niamh walsh,DATA & AI,Analytics & BI,Closed - Lost,0,110000,GBP,2024-10-04,2025-03-02,2025-01-03,Not a Fit,SDR,2025-01-03,2025-01-03 17:00:00
OPP-376,Invicta Logistics - Cloud Migration,ACC-10657,INVICTA LOGISTICS PLC,Oliver Hughes,Cloud & Infrastructure,Cloud Migration,closed lost,0,206500,GBP,2024-06-20,2024-08-29,2024-07-09,No Budget,Partner Referral,2024-07-09,2024-07-09 17:00:00
OPP-403,Quadra Institute - Identity & Access Management,ACC-10183,Quadra Institute GmbH,Felix Wagner,Cybersecurity,Identity & Access Management,5 - Closed Won,100,64000,EUR,2024-06-26,2025-03-03,2024-10-01,,Website,2024-10-01,2024-10-01 17:00:00
OPP-286,Valora Precision - Managed Cloud Services,ACC-10357,VALORA PRECISION PLC,Oliver Hughes,Cloud & Infrastructure,Managed Cloud Services,closed won,100%,"105,800.00",GBP,2024-06-01,2024-08-10,,,Referral,2025-03-20,2025-03-20 17:00:00
OPP-423,Aurora Stores - AI & GenAI Solutions,ACC-10276,Aurora Stores S.r.l.,Marco Rossi,Data & AI,AI & GenAI Solutions,Closed Lost,0%,185000,EUR,2024-06-30,2024-11-21,2024-09-24,Lost to Competitor,AWS/Azure Co-sell,2024-09-24,2024-09-24 17:00:00
OPP-654,Dunmore Municipal Services - Security Assessment,ACC-10040,Dunmore Municipal Services SE,Felix Wagner,cybersecurity,Security Assessment,Closed Won,100,182500,EUR,2024-08-17,2025-02-04,2025-06-12,,Referral,2025-06-12,2025-06-12 17:00:00
OPP-638,Delta Authority - Data Platform Modernisation,ACC-10680,DELTA AUTHORITY PLC,Niamh Walsh  ,Data & AI,Data Platform Modernisation,Lost,0,"282,500.00",GBP,2024-08-15,2024-12-02,2024-12-30,Budget,Referral,2024-12-30,2024-12-30 17:00:00
OPP-780,Marisol Telecom - Identity & Access Management,ACC-10679,Marisol Telecom S.A.,Isabel Ferreira,Cybersecurity,Identity & Access Management,Lost,0%,60500,EUR,2024-09-17,2025-03-17,2024-10-15,Not qualified,Partner Referral,2024-10-15,2024-10-15 17:00:00
OPP-805,Lusitania Pharma - Analytics & BI,ACC-10430,Lusitania Pharma AB,Mikael Lindqvist,Data & AI,Analytics & BI,Closed - Lost,0,1031500,SEK,2024-09-21,2024-10-23,2024-12-15,No Decision / Stalled,Inbound - Website,2024-12-15,2024-12-15 21:20:48
OPP-787,Baltica Retail - Security Assessment,ACC-10080,Baltica Retail SAS,David Moreau,Cybersecurity,Security Assessment,Closed Lost,0%,"79,500.00",EUR,2024-09-18,2024-10-28,24/10/2024,No decision,Partner Referral,2024-10-24,2024-10-24 23:42:31
OPP-38,Zephyr Clinics - SAP S/4HANA Implementation,ACC-10265,Zephyr Clinics Oy,Sven Johansson,ERP & Apps,SAP S/4HANA Implementation,Closed Lost,0,231000,EUR,08/04/2024,2024-06-17,2024-09-05,No Decision / Stalled,Webinar,2024-09-05,2024-09-05 23:55:37
OPP-182,Delta Components - Analytics & BI,ACC-10567,Delta Components SAS,Hugo Laurent,Data & AI,Analytics & BI,4 - Negotiation,90%,37500,EUR,2024-05-10,2024-08-29,,,Referral,2024-07-12,2024-07-11 17:11:51
OPP-609,Delta Components - Data Platform Modernisation,ACC-10567,Delta Components SAS,Hugo Laurent,Data & AI,Data Platform Modernisation,Closed Won,100%,145500,EUR,2024-08-09,2025-02-06,,,Existing Customer (Upsell),2025-07-29,2025-07-29 17:00:00
OPP-47,Stellaris Bank - Data Platform Modernisation,ACC-10566,Stellaris Bank AG,Anna Müller,Data & AI,Data Platform Modernisation,closed lost,0,228100,CHF,2024-04-11,2024-08-23,2024-04-21,No Budget,Partner,2024-04-21,2024-04-21 23:03:48
OPP-399,Oakridge Bank - Data Platform Modernisation,ACC-10023,Oakridge Bank SAS,Hugo Laurent,Data & AI,Data Platform Modernisation,Closed Lost,0,634000,EUR,2024-06-24,01/11/2024,2025-05-08,Stalled,Hyperscaler Co-sell,2025-05-08,2025-05-08 17:00:00
OPP-681,Dunmore Connect - Data Platform Modernisation,ACC-10107,Dunmore Connect plc,Niamh Walsh,Data & AI,,Closed - Lost,0%,211600,GBP,2024-08-25,2024-11-25,2024-10-20,Not qualified,SDR,2024-10-20,2024-10-20 17:00:00
OPP-918,Brightwater Assurance - DevOps & Platform Engineering,ACC-10410,Brightwater Assurance S.L.,Mateo López,Cloud & Infra,DevOps & Platform Engineering,closed lost,0,36500,EUR,2024-10-14,2025-06-24,2025-01-29,No decision,Outbound - SDR,2025-01-29,2025-01-29 17:00:00
OPP-906,Vektor Brands - AI & GenAI Solutions,ACC-10220,Vektor Brands S.L.,Marco Rossi,Data & AI,AI & GenAI Solutions,Closed Lost,0%,110500,€,2024-10-12,2025-04-22,2024-12-19,No Decision / Stalled,Partner Referral,2024-12-19,2024-12-19 17:00:00
OPP-48,Gallway Retail - Managed SOC,ACC-10280,GALLWAY RETAIL SAS,David Moreau,cybersecurity,Managed SOC,Closed Lost,0,837500,EUR,2024-04-11,2024-09-08,2024-05-28,No Budget,Partner Referral,2024-05-28,2024-05-28 18:20:19
OPP-533,Arcadia Industries - Cloud Migration,ACC-10623,Arcadia Industries S.A.,Tomáš Novák,CLOUD,Cloud Migration,Closed Lost,0%,952600,PLN,2024-07-21,2024-12-10,2024-07-31,,Event / Webinar,2024-07-31,2024-07-31 17:01:28
OPP-33,Atlas Renewables - Analytics & BI,ACC-10539,Atlas Renewables SAS,Hugo Laurent,Data & AI,Analytics & BI,Closed Lost,0,163000,EUR,2024-04-08,2024-10-23,2024-05-13,No Budget,Outbound - SDR,2024-05-13,2024-05-13 17:00:00
OPP-85,Valora Public Services - Analytics & BI,ACC-10429,Valora Public Services plc,Niamh Walsh,Data and AI,Analytics & BI,Closed Lost,0,27500,GBP,2024-04-20,2024-11-28,2024-05-09,No decision,Outbound - SDR,2024-05-09,2024-05-09 19:53:34
OPP-521,Vektor Shipping - Application Support,ACC-10306,Vektor Shipping SAS,Camille Bernard,ERP & Business Apps,Application Support,Closed Lost,0,"€176,500",EUR,2024-07-19,2024-11-18,24/12/2024,No fit,Inbound - Website,2024-12-24,2024-12-24 17:00:00
OPP-122,Quadra Broadcast - Salesforce Implementation,ACC-10579,Quadra Broadcast Sp. z o.o.,Lena Fischer,ERP & Business Apps,Salesforce Implementation,Closed Lost,0,"PLN 1,316,100",PLN,2024-04-27,2024-09-05,2024-08-10,Price,Hyperscaler Co-sell,2024-08-10,2024-08-10 17:00:00
OPP-211,Lindholm Utilities - Managed Cloud Services,ACC-10018,Lindholm Utilities Oyj,Freja Nielsen,Cloud and Infrastructure,Managed Cloud Services,Closed Lost,0,"542,000.00",EUR,2024-05-17,2024-07-19,2024-06-10,No Budget,Hyperscaler Co-sell,2024-06-10,2024-06-10 17:00:00
OPP-578,Iberia Power - Identity & Access Management,ACC-10076,Iberia Power SA,David Moreau,Cybersecurity,Identity & Access Management,Closed Lost,0,83500,EUR,2024-08-01,2024-12-12,2024-09-12,no budget,Hyperscaler Co-sell,2024-09-12,2024-09-12 19:05:49
OPP-679,Atlas Mobility - Security Assessment,ACC-10236,Atlas Mobility S.A.,Jan Kowalski,Cybersecurity,Security Assessment,Closed Won,100%,48800,PLN,24/08/2024,2024-12-21,2025-02-22,,Event / Webinar,2025-02-22,2025-02-22 17:00:00
OPP-212,Estrella Freight - Managed SOC,ACC-10527,Estrella Freight AG,Felix Wagner,Cybersecurity,Managed SOC,5 - Closed Won,100,1055000,EUR,2024-05-17,2024-09-29,2024-08-18,,Co-sell,2024-08-18,2024-08-18 17:00:00
OPP-214,Vistula Consumer - Identity & Access Management,ACC-10299,Vistula Consumer plc,Tom Barker,Cybersecurity,Identity & Access Management,Closed Lost,0%,"215,700.00",GBP,2024-05-17,27/06/2024,2024-09-08,Lost to Competitor,Outbound - SDR,2024-09-08,2024-09-08 20:16:02
OPP-825,Westbrook Power - Identity & Access Management,ACC-10417,Westbrook Power SA,David Moreau,Cybersecurity,Identity & Access Management,Lost,0%,160000,,2024-09-25,2025-02-13,2024-10-06,Stalled,Event / Webinar,2024-10-06,2024-10-06 17:00:00
OPP-244,Vektor Health - SAP S/4HANA Implementation,ACC-10297,Vektor Health GmbH,J. Hoffmann,ERP & Business Apps,SAP S/4HANA Implementation,Closed Lost,0%,1054500,EUR,2024-05-25,2024-09-29,2024-08-24,Price,Partner Referral,2024-08-24,2024-08-24 17:00:00
OPP-718,Gallway Agency - Managed SOC,ACC-10003,GALLWAY AGENCY SA,David Moreau,Cybersecurity,Managed SOC,closed lost,0%,277500,EUR,2024-09-01,2025-05-23,2025-03-13,No Decision / Stalled,Inbound - Website,13/03/2025,2025-03-13 17:00:00
OPP-67,Riviera Renewables - Managed Cloud Services,ACC-10627,Riviera Renewables AB,Freja Nielsen,Cloud & Infrastructure,Managed Cloud Services,closed won,100,6221700,SEK,2024-04-15,2024-08-17,2025-02-13,,Event / Webinar,2025-02-13,2025-02-13 17:00:00
OPP-231,Corvina Industries - DevOps & Platform Engineering,ACC-10544,Corvina Industries N.V.,Pieter Janssens,Cloud & Infrastructure,DevOps & Platform Engineering,Closed Won,100,551500,EUR,2024-05-21,2024-10-23,2024-11-05,,Inbound,2024-11-05,2024-11-05 22:12:46
OPP-359,Castellan Precision - Managed SOC,ACC-10186,Castellan Precision Sp. z o.o.,Jan Kowalski,Cybersecurity,Managed SOC,Closed - Lost,0%,1780400,PLN,2024-06-16,2024-10-11,2024-06-22,No Decision / Stalled,Partner Referral,2024-06-22,2024-06-22 17:00:00
OPP-765,Noord Media - Identity & Access Management,ACC-10535,Noord Media S.L.,Isabel Ferreira,Cybersecurity,Identity & Access Management,5 - Closed Won,100,227000,EUR,2024-09-13,2025-01-29,2025-04-30,,Outbound - SDR,2025-04-30,2025-04-30 17:00:00
OPP-976,Oakridge Networks - Data Platform Modernisation,ACC-10450,Oakridge Networks Ltd,Niamh Walsh,Data & AI,Data Platform Modernisation,Closed Lost,0,75500,EUR,2024-10-28,2025-01-30,2025-03-25,Budget,Outbound - SDR,2025-03-25,2025-03-25 17:00:00
OPP-702,Orion Health - Analytics & BI,ACC-10244,ORION HEALTH S.R.O.,Katarzyna Nowak,Data & AI,Analytics & BI,Closed Won,100,"1,778,600.00",CZK,2024-08-30,2024-12-03,2025-03-09,,Inbound - Website,2025-03-09,2025-03-09 17:00:00
OPP-676,Estrella Consumer - Analytics & BI,ACC-10458,Estrella Consumer SA,hugo laurent,Data & AI,Analytics & BI,Closed Lost,0%,55500,EUR,2024-08-24,2025-02-07,15/09/2024,Not a Fit,Hyperscaler Co-sell,2024-09-15,2024-09-15 17:00:00
OPP-113,Granite Finance - SAP S/4HANA Implementation,ACC-10655,Granite Finance GmbH,Julia Hoffmann,ERP & Business Apps,SAP S/4HANA Implementation,Closed Won,100,155000,EUR,2024-04-26,2024-10-05,2024-06-28,,Hyperscaler Co-sell,2024-06-28,2024-06-28 18:01:25
OPP-714,Orion Health - Managed Cloud Services,ACC-10244,Orion Health s.r.o.,Tomáš Novák,Cloud & Infrastructure,Managed Cloud Services,Closed Lost,0%,9 334 900,CZK,2024-09-01,2024-12-20,2024-10-16,Not a Fit,Partner,2024-10-16,2024-10-16 17:00:00
OPP-125,Marisol Public Services - Managed SOC,ACC-10217,Marisol Public Services SE,Felix Wagner  ,Cybersecurity,Managed SOC,Closed Won,100,262000,EUR,2024-04-28,2024-10-20,2024-08-10,,Partner Referral,2024-08-10,2024-08-10 17:00:00
OPP-648,Atlas Power - DevOps & Platform Engineering,ACC-10455,Atlas Power AB,Freja Nielsen,Cloud & Infrastructure,DevOps & Platform Engineering,Closed Won,100%,535500,SEK,2024-08-16,2024-12-13,2024-12-09,,Event / Webinar,2024-12-09,2024-12-09 17:00:00
OPP-768,Estrella Brands - Managed SOC,ACC-10709,Estrella Brands SE,Felix Wagner,Cyber Security,Managed SOC,Closed Won,100,"211,000.00",EUR,2024-09-13,2024-11-04,2025-01-04,,Event / Webinar,2025-01-04,2025-01-04 17:00:00
OPP-956,Tamsin Precision - AI & GenAI Solutions,ACC-10126,Tamsin Precision SAS,Hugo Laurent,Data & AI,AI & GenAI Solutions,Closed Lost,0%,128500,EUR,2024-10-22,2025-02-23,2024-12-18,Stalled,Outbound - SDR,2024-12-18,2024-12-18 17:00:00
OPP-653,Polaris Consumer - Cloud Migration,ACC-10237,Polaris Consumer GmbH,"Schneider, Lukas",Cloud and Infrastructure,Cloud Migration,Closed Won,100,1084000,EUR,2024-08-17,2024-11-30,2024-12-26,,Partner Referral,2024-12-26,2024-12-26 17:00:00
OPP-548,Jadeport Assurance - Managed Cloud Services,ACC-10713,Jadeport Assurance S.A.,Mateo López,Cloud and Infrastructure,Managed Cloud Services,closed lost,0,887000,eur,23/07/2024,2025-01-24,2025-03-03,lost to competitor,Event / Webinar,2025-03-03,2025-03-03 17:00:00
OPP-963,Elbe Bank - SAP S/4HANA Implementation,ACC-10367,Elbe Bank SE,Julia Hoffmann,ERP & Apps,SAP S/4HANA Implementation,Closed Lost,0,790000,EUR,2024-10-25,2025-04-01,2025-04-18,No Decision / Stalled,Inbound,2025-04-18,2025-04-18 17:00:00
OPP-151,Invicta Agency - Managed Cloud Services,ACC-10352,Invicta Agency Oyj,Freja Nielsen,Cloud & Infrastructure,Managed Cloud Services,Closed Won,100%,589000,EUR,2024-05-02,2024-09-30,,,AWS/Azure Co-sell,2024-09-30,2024-09-30 17:00:00
OPP-313,Castellan Telecom - DevOps & Platform Engineering,ACC-10071,Castellan Telecom AB,Freja Nielsen,Cloud & Infrastructure,DevOps & Platform Engineering,Closed Won,100%,932500,SEK,2024-06-08,2024-08-06,2024-09-24,,Outbound - SDR,2024-09-24,2024-09-24 17:00:00
OPP-870,Harbour Automotive - SAP S/4HANA Implementation,ACC-10353,Harbour Automotive S.L.,Paolo Conti,ERP & Apps,SAP S/4HANA Implementation,Lost,0%,1688500,EUR,2024-10-04,2024-12-07,2025-01-31,Not a Fit,AWS/Azure Co-sell,2025-01-31,2025-01-31 17:00:00
OPP-794,Harbour Motorenwerk - SAP S/4HANA Implementation,ACC-10377,Harbour Motorenwerk Oy,Sven Johansson,ERP & Business Apps,SAP S/4HANA Implementation,Closed Lost,0,200500,EUR,2024-09-19,2024-12-31,2024-11-25,No Budget,Outbound - SDR,2024-11-25,2024-11-25 17:00:00
OPP-804,Fjordline Clinics - Data Platform Modernisation,ACC-10467,Fjordline Clinics plc,Ethan Clarke,Data & AI,Data Platform Modernisation,Won,100%,321600,GBP,2024-09-21,2024-12-23,2025-02-05,,Website,05/02/2025,2025-02-05 17:00:00
